experiment,split,group,n_patches,fp_px,fn_px,tp_px,fp_per_patch,precision,recall,iou,dice,f1
E0,val,clean,6084,4410711,6102588,104916277,725.0,0.9596557896573525,0.9450310719714159,0.9089202320209502,0.9522872844809106,0.9522872844809106
E0,val,snow,3045,1942901,5895860,35866730,638.1,0.9486135953032683,0.8588243688909121,0.8206458543161069,0.9014887243124696,0.9014887243124696
E1,val,clean,6084,4146160,6422793,104596072,681.5,0.9618716673021748,0.9421468324324871,0.9082277540425134,0.9519070793498993,0.9519070793498993
E1,val,snow,3045,1854703,5905390,35857200,609.1,0.9508191617909048,0.8585961742315291,0.8220867810388857,0.9023574393862431,0.9023574393862431
E2,val,clean,6084,4149318,6520738,104498127,682.0,0.9618093366116424,0.9412645949857252,0.9073523978406424,0.951426069842025,0.951426069842025
E2,val,snow,3045,1930115,6083383,35679207,633.9,0.9486798778239052,0.8543341540838324,0.8165941431183975,0.8990386170866075,0.8990386170866075
E5,val,clean,6084,4079508,6258993,104759872,670.5,0.9625180885815401,0.9436222573523869,0.9101768276081531,0.9529765144809553,0.9529765144809553
E5,val,snow,3045,1927021,5965250,35797340,632.8,0.9489183925474551,0.8571628340100534,0.8193558876044907,0.9007098536211297,0.9007098536211297
E7,val,clean,6084,32,140,111018725,0.0,0.999999711760418,0.999998738953059,0.9999984507142049,0.9999992253565024,0.9999992253565024
E7,val,snow,3045,41,93,41762497,0.0,0.9999990182588976,0.9999977731266165,0.9999967913898888,0.9999983956923705,0.9999983956923705
E5_OOF,val,clean,6084,4709828,5573997,105444868,774.1,0.9572435114341371,0.9497923438507492,0.9111385021863152,0.9535033710471384,0.9535033710471384
E5_OOF,val,snow,3045,2245006,5448273,36314317,737.3,0.9417778678323764,0.8695417836872645,0.825182929783302,0.9042194251523853,0.9042194251523853
E0,val,clean,6084,4499810,5840844,105178021,739.6,0.9589724745741909,0.9473887253305995,0.9104850016674785,0.9531454063997402,0.9531454063997402
E0,val,snow,3045,2084505,5733884,36028706,684.6,0.9453075470340169,0.8627028639746701,0.8216896923273919,0.9021181771936146,0.9021181771936146
E5,val,clean,6084,4122347,6063589,104955276,677.6,0.9622072164150469,0.945382354611533,0.9115352720101635,0.9537205882176544,0.9537205882176544
E5,val,snow,3045,2038916,5734203,36028387,669.6,0.9464391790508486,0.8626952255595238,0.8225376314686513,0.9026289688249978,0.9026289688249978
E1,val,clean,6084,4368728,6016957,105001908,718.1,0.9600557502472592,0.945802391332319,0.9099930527192807,0.9528757724262006,0.9528757724262006
E1,val,snow,3045,2038305,5652047,36110543,669.4,0.9465696840963561,0.8646624407154805,0.8244247748818813,0.9037640644134061,0.9037640644134061
E2,val,clean,6084,4467107,6048515,104970350,734.2,0.9591811878450346,0.9455181333370676,0.9089445945867772,0.9523006557280762,0.9523006557280762
E2,val,snow,3045,2112458,5757132,36005458,693.7,0.9445809681725493,0.862146193519126,0.8206363215830538,0.9014829725790658,0.9014829725790658
E7,val,clean,6084,36,118,111018747,0.0,0.9999996757305464,0.9999989371175781,0.9999986128488147,0.9999993064239264,0.9999993064239264
E7,val,snow,3045,41,89,41762501,0.0,0.9999990182589916,0.9999978689061167,0.999996887169295,0.999998443582225,0.999998443582225
E5_OOF,val,clean,6084,4619421,5644129,105374736,759.3,0.9580030328338249,0.9491606313935915,0.9112443607128516,0.9535613335941803,0.9535613335941803
E5_OOF,val,snow,3045,2089848,5764296,35998294,686.3,0.9451312694643889,0.8619746524341502,0.8208960696780399,0.9016396743864528,0.9016396743864528
E6,val,clean,6084,4240884,5807479,105211386,697.1,0.9612535765589868,0.9476892598388562,0.9128198431179987,0.9544232264237217,0.9544232264237217
E6,val,snow,3045,1995070,5621120,36141470,655.2,0.947686129890124,0.8654029838666595,0.8259461314887478,0.9046774351610575,0.9046774351610575
E6,val,clean,6084,4240813,5807512,105211353,697.0,0.9612541884278462,0.9476889625920775,0.9128201191053119,0.9544233772826142,0.9544233772826142
E6,val,snow,3045,1995110,5621127,36141463,655.2,0.947685126295955,0.865402816252534,0.8259452164990372,0.9046768862897838,0.9046768862897838
E8,val,clean,6084,4439866,5777753,105241112,729.8,0.9595201822507445,0.947957016134149,0.911504146013868,0.9537035511167079,0.9537035511167079
E8,val,snow,3045,2167418,5626668,36135922,711.8,0.9434143863172222,0.865270137699791,0.8225794541171019,0.9026541501485077,0.9026541501485077
E10,val,clean,6084,4215799,5800679,105218186,692.9,0.9614763274863828,0.9477505106902318,0.9130775614532092,0.9545640802557096,0.9545640802557096
E10,val,snow,3045,1928943,5726783,36035807,633.5,0.9491912102674167,0.8628728965325166,0.8247778122136369,0.9039761517190954,0.9039761517190954
E9,val,clean,6084,4288967,5845136,105173729,705.0,0.9608180032401166,0.9473500652344077,0.9121126221504182,0.9540365055742684,0.9540365055742684
E9,val,snow,3045,2028603,5629816,36132774,666.2,0.9468414622459748,0.865194759233082,0.8251150864969566,0.9041786927318047,0.9041786927318047
E11,val,clean,6084,3928186,6103560,104915305,645.7,0.9639097757347741,0.9450223167026605,0.9127272434331517,0.9543726075599768,0.9543726075599768
E11,val,snow,3045,1952923,5676338,36086252,641.4,0.9486602167370851,0.8640807957552421,0.8254793212651975,0.9043973400838929,0.9043973400838929
E11,val,clean,6084,4123252,5840495,105178370,677.7,0.9622763878106027,0.9473918689404716,0.9134656608754198,0.9547761212056504,0.9547761212056504
E11,val,snow,3045,1944840,5618863,36143727,638.7,0.9489390083906257,0.8654570274496844,0.8269469744617773,0.9052774776951561,0.9052774776951561
E12,val,clean,6084,4210847,5551808,105467057,692.1,0.9616071528865094,0.9499922107832746,0.9152765824842112,0.955764395445227,0.955764395445227
E12,val,snow,3045,2052571,5493916,36268674,674.1,0.9464377788352103,0.8684488677546081,0.8277653938096888,0.9057676621005962,0.9057676621005962
E14,val,clean,6084,4120176,6060274,104958591,677.2,0.9622275158280795,0.9454122144015785,0.9115812507071334,0.9537457540660861,0.9537457540660861
E14,val,snow,3045,1922722,5890604,35871986,631.4,0.949127216434637,0.8589502231542612,0.821145239846288,0.9017899526954762,0.9017899526954762
E13,val,clean,6084,4202543,5779180,105239685,690.8,0.9616003522881488,0.9479441624628382,0.9133691978490656,0.9547234259606974,0.9547234259606974
E13,val,snow,3045,2069361,5685449,36077141,679.6,0.9457522736947128,0.8638626339985119,0.8230786030948045,0.9029545974568188,0.9029545974568188
E13b,val,clean,6084,4084011,5841973,105176892,671.3,0.9626214786088662,0.9473785558877755,0.913764239913518,0.9549391935077756,0.9549391935077756
E13b,val,snow,3045,2069528,5698451,36064139,679.6,0.945729635704846,0.8635513027328984,0.822778835373639,0.9027741812735972,0.9027741812735972
E16,val,clean,6084,3718553,14313815,96705050,611.2,0.9629713245799386,0.8710686242378708,0.8428379484711771,0.914717378346151,0.914717378346151
E16,val,snow,3045,1544465,8402824,33359766,507.2,0.9557513528947224,0.798795429114907,0.7703078863247553,0.8702530133602372,0.8702530133602372
E18,val,clean,6084,4908265,12430059,98588806,806.7,0.9525758076767207,0.8880365152354954,0.8504377361882409,0.9191746574949095,0.9191746574949095
