experiment,split,group,n_patches,fp_px,fn_px,tp_px,fp_per_patch,precision,recall,iou,dice,f1
E7,val,small@90m,1319,0,14,6649917,0.0,0.999999999999985,0.9999978947149828,0.9999978947149828,0.9999989473563833,0.9999989473563833
E7,val,tiny@50m,57,0,0,25936,0.0,0.9999999999961443,0.9999999999961443,0.9999999999961443,0.9999999999980722,0.9999999999980722
E7,val,tiny@70m,77,2,3,39354,0.0,0.9999491818248807,0.9999237746754074,0.9998729642496001,0.9999364780900233,0.9999364780900233
E7,val,tiny@90m,96,0,0,54432,0.0,0.9999999999981628,0.9999999999981628,0.9999999999981628,0.9999999999990814,0.9999999999990814
E5_OOF,val,empty@50m,119,13692,0,0,115.1,0.0,0.0,0.0,0.0,0.0
E5_OOF,val,empty@70m,141,25677,0,0,182.1,0.0,0.0,0.0,0.0,0.0
E5_OOF,val,empty@90m,104,2581,0,0,24.8,0.0,0.0,0.0,0.0,0.0
E5_OOF,val,medium@50m,1510,1915739,2845767,49016398,1268.7,0.962386439822855,0.9451282645065031,0.9114598069868977,0.9536792807834806,0.9536792807834806
E5_OOF,val,medium@70m,1462,1710987,4671116,30524131,1170.3,0.9469216461376039,0.8672799199278219,0.8270724940398937,0.9053526849513555,0.9053526849513555
E5_OOF,val,medium@90m,2335,2137539,2653817,46895131,915.4,0.9564058208537268,0.9464404975863445,0.9072996390720056,0.951397064714437,0.951397064714437
E5_OOF,val,small@50m,667,168025,259916,3272626,251.9,0.9511647650400766,0.9264223893162224,0.8843579916266646,0.9386305527467699,0.9386305527467699
E5_OOF,val,small@70m,1242,411084,574666,5298231,331.0,0.9279976669705399,0.90214948431752,0.8431328802553534,0.9148910415385169,0.9148910415385169
E5_OOF,val,small@90m,1319,306125,379283,6270648,232.1,0.9534536162339653,0.9429643706077411,0.9014660031488979,0.9481799849758417,0.9481799849758417
E5_OOF,val,tiny@50m,57,2211,6935,19001,38.8,0.8957665472331898,0.7326110425634924,0.6750630617803849,0.8060151013811699,0.8060151013811699
E5_OOF,val,tiny@70m,77,6483,11132,28225,84.2,0.813213092080174,0.717153238303943,0.6157286212901053,0.76216836562376,0.76216836562376
E5_OOF,val,tiny@90m,96,9126,5793,48639,95.1,0.8420150610216532,0.8935736331553249,0.7652695176047621,0.8670285301738309,0.8670285301738309
E6,val,empty@50m,119,16387,0,0,137.7,0.0,0.0,0.0,0.0,0.0
E6,val,empty@70m,141,5905,0,0,41.9,0.0,0.0,0.0,0.0,0.0
E6,val,empty@90m,104,3714,0,0,35.7,0.0,0.0,0.0,0.0,0.0
E6,val,medium@50m,1510,1780024,2780796,49081369,1178.8,0.9650024528427663,0.9463810274792791,0.91497699693053,0.9556010316542959,0.9556010316542959
E6,val,medium@70m,1462,1645840,4625002,30570245,1125.7,0.9489124764849579,0.8685901536647808,0.8297867269768647,0.9069764412903146,0.9069764412903146
E6,val,medium@90m,2335,1939574,2758589,46790359,830.7,0.9601974827258619,0.9443259824608164,0.9087531974602012,0.9521955993780586,0.9521955993780586
E6,val,small@50m,667,173524,262422,3270120,260.2,0.9496103546127024,0.9257129851534411,0.8823696070172284,0.9375094070026095,0.9375094070026095
E6,val,small@70m,1242,384945,575914,5296983,309.9,0.9322509894528596,0.9019369827190754,0.8464552157117287,0.9168434831336613,0.9168434831336613
E6,val,small@90m,1319,270746,402148,6247783,205.3,0.9584651690588328,0.9395259890666394,0.9027704948518634,0.9489010863836701,0.9489010863836701
E6,val,tiny@50m,57,1568,6317,19619,27.5,0.925992353797489,0.7564389265856091,0.7133144269898439,0.8326719436350982,0.8326719436350982
E6,val,tiny@70m,77,5658,11839,27518,73.5,0.8294550277283896,0.699189470740404,0.6113073419957541,0.7587718693549711,0.7587718693549711
E6,val,tiny@90m,96,8069,5572,48860,84.1,0.8582620457045473,0.897633744854318,0.7817474920388766,0.8775064879079053,0.8775064879079053
E6,val,empty@50m,119,16386,0,0,137.7,0.0,0.0,0.0,0.0,0.0
E6,val,empty@70m,141,5910,0,0,41.9,0.0,0.0,0.0,0.0,0.0
E6,val,empty@90m,104,3715,0,0,35.7,0.0,0.0,0.0,0.0,0.0
E6,val,medium@50m,1510,1780010,2780841,49081324,1178.8,0.9650026875032398,0.9463801597947157,0.914976396837002,0.9556007043724231,0.9556007043724231
E6,val,medium@70m,1462,1645856,4624990,30570257,1125.8,0.9489120242407861,0.8685904946199103,0.8297866923256864,0.9069764205914241,0.9069764205914241
E6,val,medium@90m,2335,1939507,2758581,46790367,830.6,0.9601988094613154,0.9443261439173221,0.9087545353613721,0.9521963338144194,0.9521963338144194
E6,val,small@50m,667,173540,262420,3270122,260.2,0.9496059717823366,0.9257135513179765,0.8823663372801551,0.9375075614187754,0.9375075614187754
E6,val,small@70m,1242,384954,575920,5296977,309.9,0.9322494412550781,0.9019359610767752,0.8464530395498256,0.9168422065650746,0.9168422065650746
E6,val,small@90m,1319,270749,402157,6247774,205.3,0.9584646706009788,0.939524635669138,0.9027688030655817,0.9489001518325465,0.9489001518325465
E6,val,tiny@50m,57,1568,6318,19618,27.5,0.925988860563929,0.7564003701389713,0.7132780686419674,0.8326471711709337,0.8326471711709337
E6,val,tiny@70m,77,5658,11840,27517,73.5,0.8294498869605743,0.6991640622997201,0.6112851271784709,0.7587547565202135,0.7587547565202135
E6,val,tiny@90m,96,8070,5572,48860,84.1,0.858246969961605,0.897633744854318,0.7817349844792458,0.8774986081420255,0.8774986081420255
E8,val,empty@50m,119,13417,0,0,112.7,0.0,0.0,0.0,0.0,0.0
E8,val,empty@70m,141,4035,0,0,28.6,0.0,0.0,0.0,0.0,0.0
E8,val,empty@90m,104,4384,0,0,42.2,0.0,0.0,0.0,0.0,0.0
E8,val,medium@50m,1510,1892719,2782674,49079491,1253.5,0.9628676292434624,0.9463448161101625,0.9130238472842749,0.9545347263500158,0.9545347263500158
